movie_title,movie_year,runtime,genre,rating,director,votes,gross_earning
Blade: Trinity,2004,113,"Action, Horror, Sci-Fi",5.8,David S. Goyer,182834,52410000
The Mortal Instruments: City of Bones,2013,130,"Action, Adventure, Fantasy",5.8,Harald Zwart,136448,31170000
Pride and Prejudice and Zombies,2016,108,"Action, Comedy, Fantasy",5.8,Burr Steers,58473,10910000
Antebellum,2020,105,"Drama, Horror, Mystery",5.8,Gerard Bush,28559,
Lake Placid,1999,82,"Action, Comedy, Horror",5.8,Steve Miner,63404,31770000
The Wolfman,2010,103,"Drama, Fantasy, Horror",5.8,Joe Johnston,108821,61980000
The Texas Chainsaw Massacre: The Beginning,2006,91,"Horror, Thriller",5.8,Jonathan Liebesman,75052,39520000
The Addams Family,2019,86,"Animation, Comedy, Family",5.8,Greg Tiernan,42739,100040000
The Divide,2011,112,"Drama, Horror, Sci-Fi",5.8,Xavier Gens,37690,20000
Eli I,2019,98,"Drama, Horror, Mystery",5.8,Ciarán Foy,38505,
V/H/S,2012,116,Horror,5.8,Matt Bettinelli-Olpin,65385,100000
Morgan,2016,92,"Action, Horror, Sci-Fi",5.8,Luke Scott,44898,3910000
Thinner,1996,93,"Fantasy, Horror",5.8,Tom Holland,32352,15170000
The Haunting in Connecticut,2009,92,"Drama, Horror, Mystery",5.8,Peter Cornwell,63528,55390000
Resident Evil: Afterlife,2010,96,"Action, Horror, Sci-Fi",5.8,Paul W.S. Anderson,175349,60130000
Gothika,2003,98,"Horror, Mystery, Thriller",5.8,Mathieu Kassovitz,116092,59690000
The Relic,1997,110,"Horror, Mystery, Sci-Fi",5.8,Peter Hyams,29056,33960000
Dracula: Dead and Loving It,1995,88,"Comedy, Fantasy, Horror",5.8,Mel Brooks,43600,10770000
Open Water,2003,79,"Adventure, Drama, Horror",5.8,Chris Kentis,55121,30610000
Halloween H20: 20 Years Later,1998,86,"Horror, Thriller",5.8,Steve Miner,78797,55040000
Halloween 4: The Return of Michael Myers,1988,88,"Horror, Thriller",5.8,Dwight H. Little,55673,17770000
Saw V,2008,92,"Horror, Thriller",5.8,David Hackl,128997,56750000
Black Sheep,2006,87,"Comedy, Horror, Sci-Fi",5.8,Jonathan King,41390,80000
Paranormal Activity 3,2011,83,"Horror, Mystery",5.8,Henry Joost,97454,104010000
Cry Wolf,2005,90,"Drama, Horror, Mystery",5.8,Jeff Wadlow,27993,10050000
White Noise I,2022,136,"Comedy, Drama, Horror",5.7,Noah Baumbach,39252,
The Purge I,2013,85,"Horror, Sci-Fi, Thriller",5.7,James DeMonaco,231096,64470000
Escape Room: Tournament of Champions,2021,88,"Action, Adventure, Horror",5.7,Adam Robitel,52337,25190000
Insidious: The Last Key,2018,103,"Horror, Mystery, Thriller",5.7,Adam Robitel,64055,67750000
Buffy the Vampire Slayer,1992,86,"Action, Comedy, Fantasy",5.7,Fran Rubel Kuzui,47048,16620000
Underworld: Blood Wars,2016,91,"Action, Adventure, Fantasy",5.7,Anna Foerster,78499,30350000
The Rental,2020,88,"Drama, Horror, Mystery",5.7,Dave Franco,35194,
Jigsaw I,2017,92,"Horror, Mystery, Thriller",5.7,Michael Spierig,83738,38050000
Freddy vs. Jason,2003,97,"Action, Horror",5.7,Ronny Yu,123003,82620000
Cooties,2014,88,"Action, Comedy, Horror",5.7,Jonathan Milott,27279,60000
I Spit on Your Grave 2,2013,106,"Horror, Thriller",5.7,Steven R. Monroe,31209,
Pet Sematary,2019,101,"Horror, Mystery, Thriller",5.7,Kevin Kölsch,94828,54720000
Priest,2011,87,"Action, Fantasy, Horror",5.7,Scott Stewart,121940,29140000
Velvet Buzzsaw,2019,113,"Horror, Mystery, Thriller",5.7,Dan Gilroy,63837,
Would You Rather,2012,93,"Horror, Thriller",5.7,David Guy Levy,43247,
Rubber,2010,82,"Comedy, Fantasy, Horror",5.7,Quentin Dupieux,38724,100000
Child's Play,2019,90,"Drama, Horror, Sci-Fi",5.7,Lars Klevberg,54170,29210000
Devil's Pass,2013,100,"Horror, Mystery, Thriller",5.7,Renny Harlin,26283,
Clown,2014,100,"Horror, Thriller",5.7,Jon Watts,25286,60000
Paranormal Activity 2,2010,91,"Horror, Mystery",5.7,Tod Williams,107097,84750000
The Descent: Part 2,2009,94,"Adventure, Horror, Thriller",5.7,Jon Harris,49297,
The Last Exorcism,2010,87,"Horror, Mystery, Thriller",5.7,Daniel Stamm,50953,41030000
Honeymoon,2014,87,"Drama, Fantasy, Horror",5.7,Leigh Janiak,26685,10000
The Bay II,2012,84,"Horror, Sci-Fi, Thriller",5.7,Barry Levinson,28565,30000
Bhool Bhulaiyaa 2,2022,143,"Comedy, Drama, Horror",5.7,Anees Bazmee,32061,
Terrifier,2016,85,"Horror, Thriller",5.6,Damien Leone,42712,
The Meg,2018,113,"Action, Horror, Sci-Fi",5.6,Jon Turteltaub,181197,143010000
Beast I,2022,93,"Action, Adventure, Drama",5.6,Baltasar Kormákur,34598,31850000
Ghost Ship,2002,91,"Horror, Mystery, Thriller",5.6,Steve Beck,104944,30110000
Scream 3,2000,116,"Horror, Mystery",5.6,Wes Craven,155289,89140000
Urban Legend,1998,99,"Horror, Mystery, Thriller",5.6,Jamie Blanks,68975,38070000
Thir13en Ghosts,2001,91,"Fantasy, Horror",5.6,Steve Beck,90122,41870000
Children of the Corn,1984,92,"Horror, Thriller",5.6,Fritz Kiersch,54851,14570000
47 Meters Down,2017,89,"Adventure, Drama, Horror",5.6,Johannes Roberts,58160,44310000
I Spit on Your Grave,1978,101,"Horror, Thriller",5.6,Meir Zarchi,29806,
Pacific Rim: Uprising,2018,111,"Action, Adventure, Fantasy",5.6,Steven S. DeKnight,121533,59870000
Alien vs. Predator,2004,101,"Action, Adventure, Horror",5.6,Paul W.S. Anderson,205934,80280000
Cabin Fever,2002,93,Horror,5.6,Eli Roth,80830,21160000
Friday the 13th Part III,1982,95,"Horror, Thriller",5.6,Steve Miner,56597,36690000
Mom and Dad,2017,86,"Comedy, Horror, Thriller",5.6,Brian Taylor,25496,
Jeepers Creepers 2,2003,104,Horror,5.6,Victor Salva,68038,35670000
Ma I,2019,99,"Horror, Mystery, Thriller",5.6,Tate Taylor,55805,45370000
Maggie I,2015,95,"Drama, Horror, Sci-Fi",5.6,Henry Hobson,45541,190000
Unfriended,2014,83,"Horror, Mystery, Thriller",5.6,Levan Gabriadze,78487,32480000
Bride of Chucky,1998,89,"Comedy, Horror, Thriller",5.6,Ronny Yu,61366,32400000
The Texas Chainsaw Massacre 2,1986,101,"Comedy, Horror",5.6,Tobe Hooper,35333,8030000
House on Haunted Hill,1999,93,"Horror, Mystery, Thriller",5.6,William Malone,58487,40850000
Village of the Damned,1995,98,"Horror, Sci-Fi, Thriller",5.6,John Carpenter,33118,9420000
Regression I,2015,106,"Adventure, Crime, Drama",5.6,Alejandro Amenábar,41510,50000
A Nightmare on Elm Street 4: The Dream Master,1988,93,Horror,5.6,Renny Harlin,58602,49370000
Curse of Chucky,2013,97,"Horror, Thriller",5.6,Don Mancini,41474,3800000
Poltergeist II: The Other Side,1986,91,Horror,5.6,Brian Gibson,28529,41000000
Creep I,2004,85,"Horror, Mystery, Thriller",5.6,Christopher Smith,30858,
Dark Water,2005,105,"Drama, Horror, Mystery",5.6,Walter Salles,64235,25470000
Hatchet,2006,93,"Comedy, Horror, Thriller",5.6,Adam Green,32231,160000
Club Dread,2004,104,"Comedy, Horror, Mystery",5.6,Jay Chandrasekhar,30873,4990000
The Reaping,2007,99,"Horror, Thriller",5.6,Stephen Hopkins,43940,25120000
Piranha 3D,2010,88,"Comedy, Horror",5.5,Alexandre Aja,94107,25000000
Wrong Turn,2021,109,"Horror, Thriller",5.5,Mike P. Nelson,33584,
Friday the 13th,2009,97,"Horror, Mystery, Thriller",5.5,Marcus Nispel,111943,65000000
Willy's Wonderland,2021,88,"Action, Comedy, Horror",5.5,Kevin Lewis,33195,
Hostel: Part II,2007,94,Horror,5.5,Eli Roth,92969,17610000
The Cloverfield Paradox,2018,102,"Action, Adventure, Horror",5.5,Julius Onah,109111,
Halloween Kills,2021,105,"Horror, Thriller",5.5,David Gordon Green,91008,92000000
House at the End of the Street,2012,101,"Drama, Horror, Thriller",5.5,Mark Tonderai,78952,31610000
The Dead Don't Die,2019,104,"Comedy, Fantasy, Horror",5.5,Jim Jarmusch,82134,6560000
Eight Legged Freaks,2002,99,"Action, Adventure, Comedy",5.5,Ellory Elkayem,58839,17320000
Resident Evil: The Final Chapter,2016,107,"Action, Horror, Sci-Fi",5.5,Paul W.S. Anderson,97554,26830000
Gretel & Hansel,2020,87,"Fantasy, Horror, Mystery",5.5,Oz Perkins,32438,15350000
Saw 3D,2010,90,"Horror, Mystery",5.5,Kevin Greutert,102181,45710000
Peninsula,2020,116,"Action, Horror, Thriller",5.5,Sang-ho Yeon,35176,1230000
Dreamcatcher,2003,134,"Drama, Horror, Sci-Fi",5.5,Lawrence Kasdan,94534,33720000
The Last Days on Mars,2013,98,"Adventure, Horror, Sci-Fi",5.5,Ruairi Robinson,38026,20000
The Ward,2010,89,"Horror, Mystery, Thriller",5.5,John Carpenter,43657,
The Omen,2006,110,"Drama, Fantasy, Horror",5.5,John Moore,60750,54610000
All the Boys Love Mandy Lane,2006,90,"Horror, Mystery, Thriller",5.5,Jonathan Levine,34017,
Hellraiser III: Hell on Earth,1992,97,Horror,5.5,Anthony Hickox,33318,12530000
The Innkeepers,2011,101,"Drama, Horror, Mystery",5.5,Ti West,36301,80000
Don't Be Afraid of the Dark,2010,99,"Fantasy, Horror, Thriller",5.5,Troy Nixey,49772,24040000
Cube²: Hypercube,2002,94,"Horror, Mystery, Sci-Fi",5.5,Andrzej Sekula,68747,
Diary of the Dead,2007,95,"Fantasy, Horror, Sci-Fi",5.5,George A. Romero,48380,960000
White Noise I,2005,101,"Drama, Horror, Mystery",5.5,Geoffrey Sax,49931,56390000
Jennifer's Body,2009,102,"Comedy, Horror",5.4,Karyn Kusama,141859,16200000
The Mummy,2017,110,"Action, Adventure, Fantasy",5.4,Alex Kurtzman,196693,80100000
Teeth I,2007,94,"Comedy, Fantasy, Horror",5.4,Mitchell Lichtenstein,44984,350000
The Lawnmower Man,1992,108,"Horror, Sci-Fi",5.4,Brett Leonard,37519,32100000
The Forever Purge,2021,103,"Action, Crime, Horror",5.4,Everardo Gout,38456,44540000
Annabelle I,2014,99,"Horror, Mystery, Thriller",5.4,John R. Leonetti,166025,84270000
The Witches,2020,106,"Adventure, Comedy, Family",5.4,Robert Zemeckis,43623,200000
House of Wax,2005,113,"Horror, Thriller",5.4,Jaume Collet-Serra,129174,32060000
Countdown III,2019,90,"Horror, Thriller",5.4,Justin Dec,41867,
In the Tall Grass,2019,101,"Horror, Mystery, Sci-Fi",5.4,Vincenzo Natali,60139,
Maximum Overdrive,1986,98,"Action, Comedy, Horror",5.4,Stephen King,34054,7430000
A Nightmare on Elm Street 2: Freddy's Revenge,1985,87,Horror,5.4,Jack Sholder,73312,30000000
Vampire Academy,2014,104,"Action, Comedy, Drama",5.4,Mark Waters,55923,7790000
Turistas,2006,93,"Horror, Mystery, Thriller",5.4,John Stockwell,39687,7030000
The Ring Two,2005,110,"Horror, Mystery",5.4,Hideo Nakata,98602,76230000
Red Riding Hood,2011,100,"Fantasy, Horror, Mystery",5.4,Catherine Hardwicke,113995,37660000
Winchester,2018,99,"Drama, Fantasy, Horror",5.4,Michael Spierig,35434,25090000
My Bloody Valentine,2009,101,"Horror, Mystery, Thriller",5.4,Patrick Lussier,58571,51550000
Jessabelle,2014,90,"Drama, Horror, Mystery",5.4,Kevin Greutert,25037,
The Eye,2008,98,"Horror, Mystery",5.4,David Moreau,55021,31420000
Tusk I,2014,102,"Comedy, Horror",5.3,Kevin Smith,58591,1820000
The Invitation II,2022,105,"Horror, Thriller",5.3,Jessica M. Thompson,26160,
The Nun,2018,96,"Horror, Mystery, Thriller",5.3,Corin Hardy,148299,117450000
The Green Inferno,2013,100,"Adventure, Horror",5.3,Eli Roth,46716,7190000
The Predator,2018,107,"Action, Adventure, Horror",5.3,Shane Black,138182,51020000
Scary Movie 2,2001,83,"Comedy, Horror",5.3,Keenen Ivory Wayans,167717,71310000
Legion,2010,100,"Action, Fantasy, Horror",5.3,Scott Stewart,108043,40170000
The New Mutants,2020,94,"Action, Horror, Mystery",5.3,Josh Boone,84381,23860000
Things Heard & Seen,2021,121,"Drama, Horror, Mystery",5.3,Shari Springer Berman,33777,
Sinister 2,2015,97,"Horror, Mystery, Thriller",5.3,Ciarán Foy,57723,27740000
The Silence I,2019,90,"Drama, Horror, Sci-Fi",5.3,John R. Leonetti,48055,
Resident Evil: Retribution,2012,95,"Action, Horror, Sci-Fi",5.3,Paul W.S. Anderson,146296,42350000
The Stepford Wives,2004,93,"Comedy, Horror, Sci-Fi",5.3,Frank Oz,68040,59480000
The Messengers,2007,90,"Drama, Horror, Mystery",5.3,Danny Pang,40604,35370000
The Resident,2011,91,"Crime, Drama, Horror",5.3,Antti J. Jokinen,28945,
The Colony I,2013,95,"Action, Horror, Sci-Fi",5.3,Jeff Renfroe,46277,
Doom,2005,105,"Action, Horror, Sci-Fi",5.2,Andrzej Bartkowiak,116192,28210000
Morbius,2022,104,"Action, Adventure, Horror",5.2,Daniel Espinosa,137749,73870000
The Covenant,2006,97,"Action, Adventure, Fantasy",5.2,Renny Harlin,50834,23290000
Resident Evil: Welcome to Raccoon City,2021,107,"Action, Horror, Sci-Fi",5.2,Johannes Roberts,58422,17000000
Hellboy,2019,120,"Action, Adventure, Fantasy",5.2,Neil Marshall,94121,21900000
Spiral,2021,93,"Horror, Mystery, Thriller",5.2,Darren Lynn Bousman,58812,
Flatliners,2017,109,"Drama, Horror, Mystery",5.2,Niels Arden Oplev,49170,16880000
The Mummy: Tomb of the Dragon Emperor,2008,112,"Action, Adventure, Fantasy",5.2,Rob Cohen,166078,102490000
The Bad Batch,2016,118,"Action, Horror, Mystery",5.2,Ana Lily Amirpour,33671,180000
Spawn,1997,96,"Action, Drama, Horror",5.2,Mark A.Z. Dippé,70341,54970000
Truth or Dare I,2018,100,"Horror, Thriller",5.2,Jeff Wadlow,59199,41410000
The Curse of La Llorona,2019,93,"Horror, Mystery, Thriller",5.2,Michael Chaves,53361,54730000
Queen of the Damned,2002,101,"Drama, Fantasy, Horror",5.2,Michael Rymer,57951,30340000
Scooby-Doo 2: Monsters Unleashed,2004,93,"Adventure, Comedy, Family",5.2,Raja Gosnell,61313,84220000
Hubie Halloween,2020,103,"Comedy, Horror, Mystery",5.2,Steven Brill,53916,
A Nightmare on Elm Street,2010,95,"Crime, Drama, Horror",5.2,Samuel Bayer,103828,63080000
The First Purge,2018,97,"Action, Horror, Sci-Fi",5.2,Gerard McMurray,66568,69490000
The Strangers: Prey at Night,2018,85,Horror,5.2,Johannes Roberts,32686,24430000
Friday the 13th Part VII: The New Blood,1988,88,"Horror, Thriller",5.2,John Carl Buechler,39646,19170000
Shutter I,2008,85,"Horror, Mystery, Thriller",5.2,Masayuki Ochiai,36208,25930000
Cult of Chucky,2017,91,"Horror, Thriller",5.2,Don Mancini,27436,
Apollo 18,2011,86,"Horror, Mystery, Sci-Fi",5.2,Gonzalo López-Gallego,56777,17690000
The Lazarus Effect,2015,83,"Horror, Mystery, Sci-Fi",5.2,David Gelb,44970,25800000
The Lords of Salem,2012,101,"Horror, Thriller",5.2,Rob Zombie,31229,1160000
Friend Request,2016,92,"Horror, Mystery, Thriller",5.2,Simon Verhoeven,27158,3760000
The Unholy,2021,99,"Drama, Horror, Mystery",5.1,Evan Spiliotopoulos,25389,
The Haunted Mansion,2003,88,"Comedy, Family, Fantasy",5.1,Rob Minkoff,51618,75850000
The Final Destination,2009,82,"Horror, Thriller",5.1,David R. Ellis,110457,66480000
Sorority Row,2009,101,"Horror, Mystery",5.1,Stewart Hendler,31640,11960000
The Hills Have Eyes 2,2007,89,"Horror, Thriller",5.1,Martin Weisz,65955,20800000
When a Stranger Calls,2006,87,"Horror, Thriller",5.1,Simon West,47247,47860000
The Cave,2005,97,"Adventure, Horror, Sci-Fi",5.1,Bruce Hunt,40180,15010000
Halloween III: Season of the Witch,1982,98,"Horror, Mystery, Sci-Fi",5.1,Tommy Lee Wallace,57269,14400000
Exorcist: The Beginning,2004,114,"Horror, Mystery, Thriller",5.1,Renny Harlin,37959,41820000
Child's Play 3,1991,90,"Horror, Thriller",5.1,Jack Bender,43765,14960000
An American Werewolf in Paris,1997,98,"Comedy, Fantasy, Horror",5.1,Anthony Waller,26134,26570000
Grave Encounters 2,2012,98,"Horror, Mystery",5.1,John Poliquin,26222,
A Serbian Film,2010,104,"Horror, Mystery, Thriller",5,Srdjan Spasojevic,67662,
Halloween Ends,2022,111,"Horror, Thriller",5,David Gordon Green,62008,
Shadow in the Cloud,2020,83,"Action, Horror, War",5,Roseanne Liang,28700,
47 Meters Down: Uncaged,2019,90,"Adventure, Drama, Horror",5,Johannes Roberts,28859,22260000
Leatherface,2017,90,"Crime, Horror, Thriller",5,Alexandre Bustillo,25704,
The Haunting,1999,113,"Fantasy, Horror, Mystery",5,Jan de Bont,78402,91410000
A Haunted House,2013,86,"Comedy, Fantasy, Horror",5,Michael Tiddes,48272,40040000
How It Ends,2018,113,"Action, Drama, Horror",5,David M. Rosenthal,55729,
Blair Witch,2016,89,"Horror, Mystery, Thriller",5,Adam Wingard,47890,20780000
Virus,1999,99,"Action, Horror, Sci-Fi",5,John Bruno,29017,14010000
Stay Alive,2006,85,"Fantasy, Horror, Mystery",5,William Brent Bell,33235,23090000
A Nightmare on Elm Street: The Dream Child,1989,89,"Fantasy, Horror",5,Stephen Hopkins,48222,22170000
See No Evil,2006,84,"Action, Horror, Thriller",5,Gregory Dark,28075,15030000
Chernobyl Diaries,2012,86,"Horror, Mystery, Thriller",5,Bradley Parker,67339,18120000
Cursed,2005,97,"Comedy, Horror",5,Wes Craven,34024,19300000
Paranormal Activity: The Marked Ones,2014,84,"Horror, Mystery",5,Christopher Landon,44216,32460000
The Grudge 2,2006,102,"Horror, Thriller",5,Takashi Shimizu,50475,39140000
[REC] 3: Genesis,2012,80,"Horror, Thriller",5,Paco Plaza,36765,10000
An American Haunting,2005,83,"Drama, Horror, Mystery",5,Courtney Solomon,26374,16300000
Knock Knock I,2015,99,"Crime, Drama, Horror",4.9,Eli Roth,99384,40000
The Darkest Hour,2011,89,"Action, Adventure, Horror",4.9,Chris Gorak,62428,21430000
Fantasy Island,2020,109,"Fantasy, Horror, Mystery",4.9,Jeff Wadlow,55082,27310000
Dracula 2000,2000,99,"Action, Fantasy, Horror",4.9,Patrick Lussier,35130,33020000
Silent Hill: Revelation,2012,95,"Horror, Mystery, Thriller",4.9,M.J. Bassett,65270,17530000
Seed of Chucky,2004,87,"Comedy, Horror, Thriller",4.9,Don Mancini,47581,17080000
Ghosts of Mars,2001,98,"Action, Horror, Sci-Fi",4.9,John Carpenter,56213,8430000
Poltergeist,2015,93,"Horror, Thriller",4.9,Gil Kenan,59621,47430000
Darkness Falls,2003,86,"Fantasy, Horror, Mystery",4.9,Jonathan Liebesman,32613,32550000
Valentine,2001,96,"Horror, Mystery, Thriller",4.9,Jamie Blanks,29306,20380000
Halloween 5: The Revenge of Michael Myers,1989,96,"Horror, Thriller",4.9,Dominique Othenin-Girard,44618,11640000
Vanishing on 7th Street,2010,92,"Horror, Mystery, Thriller",4.9,Brad Anderson,26800,20000
Anaconda,1997,89,"Action, Adventure, Horror",4.8,Luis Llosa,108000,65890000
Texas Chainsaw,2013,92,"Horror, Thriller",4.8,John Luessenhop,53682,34340000
The Forest I,2016,93,"Horror, Mystery, Thriller",4.8,Jason Zada,44543,26580000
Leprechaun,1993,92,"Comedy, Fantasy, Horror",4.8,Mark Jones,28663,8560000
The Roommate I,2011,91,"Drama, Horror, Thriller",4.8,Christian E. Christiansen,40236,37300000
Halloween II,2009,105,Horror,4.8,Rob Zombie,57387,33390000
Meet the Blacks,2016,94,"Comedy, Horror",4.8,Deon Taylor,37146,9090000
The Woman in Black 2: Angel of Death,2014,98,"Drama, Horror, Thriller",4.8,Tom Harper,28992,26500000
Godsend,2004,102,"Action, Drama, Fantasy",4.8,Frank M. Calo,26088,14380000
Texas Chainsaw Massacre,2022,81,"Crime, Horror, Thriller",4.7,David Blue Garcia,56803,
The Unborn,2009,88,"Horror, Mystery, Thriller",4.7,David S. Goyer,52574,42670000
Friday the 13th: A New Beginning,1985,92,"Horror, Mystery, Thriller",4.7,Danny Steinmann,41029,21930000
I Still Know What You Did Last Summer,1998,100,"Horror, Mystery, Thriller",4.7,Danny Cannon,76322,40000000
Anacondas: The Hunt for the Blood Orchid,2004,97,"Action, Adventure, Horror",4.7,Dwight H. Little,32734,32240000
Halloween: The Curse of Michael Myers,1995,87,"Horror, Thriller",4.7,Joe Chappelle,39712,15120000
Freddy's Dead: The Final Nightmare,1991,89,"Fantasy, Horror",4.7,Rachel Talalay,48694,34870000
Pulse I,2006,90,"Horror, Sci-Fi, Thriller",4.7,Jim Sonzero,30021,20260000
Death Note I,2017,101,"Crime, Drama, Fantasy",4.6,Adam Wingard,87627,
Aliens vs. Predator: Requiem,2007,94,"Action, Adventure, Horror",4.6,Colin Strause,129458,41800000
Psycho,1998,105,"Horror, Mystery, Thriller",4.6,Gus Van Sant,49550,21460000
Paranormal Activity 4,2012,88,"Horror, Mystery",4.6,Henry Joost,68431,53920000
The Pyramid,2014,89,"Horror, Mystery, Thriller",4.6,Grégory Levasseur,25483,2760000
Black Christmas,2006,95,Horror,4.6,Glen Morgan,28952,16240000
Paranormal Activity: The Ghost Dimension,2015,88,"Horror, Mystery",4.6,Gregory Plotkin,29413,18300000
The Island of Dr. Moreau,1996,96,"Horror, Sci-Fi, Thriller",4.5,John Frankenheimer,34527,27660000
Ouija II,2014,89,"Horror, Mystery, Thriller",4.5,Stiles White,54888,50860000
Rings,2017,102,"Drama, Horror, Mystery",4.5,F. Javier Gutiérrez,41974,27790000
Species II,1998,93,"Action, Horror, Sci-Fi",4.5,Peter Medak,30268,19170000
Friday the 13th Part VIII: Jason Takes Manhattan,1989,100,"Adventure, Horror, Thriller",4.5,Rob Hedden,40404,14340000
The Human Centipede (First Sequence),2009,92,Horror,4.4,Tom Six,82947,180000
Jason X,2001,92,"Action, Horror, Sci-Fi",4.4,James Isaac,58799,13120000
Cell I,2016,98,"Action, Adventure, Horror",4.4,Tod Williams,29193,
The Grudge I,2020,94,"Fantasy, Horror",4.4,Nicolas Pesce,27873,
The Bye Bye Man,2017,96,"Drama, Fantasy, Horror",4.3,Stacy Title,25127,22380000
Boogeyman,2005,89,"Drama, Horror, Mystery",4.2,Stephen Kay,31868,46750000
The Devil Inside,2012,83,Horror,4.2,William Brent Bell,36661,53260000
Jason Goes to Hell: The Final Friday,1993,87,"Fantasy, Horror, Thriller",4.1,Adam Marcus,34519,15940000
Shark Night,2011,90,"Action, Adventure, Horror",4,David R. Ellis,26648,18870000
One Missed Call,2008,87,"Horror, Mystery",4,Eric Valette,33249,26880000
Book of Shadows: Blair Witch 2,2000,90,"Adventure, Fantasy, Horror",4,Joe Berlinger,39110,26440000
Prom Night I,2008,88,Horror,3.9,Nelson McCormick,36982,43870000
Halloween: Resurrection,2002,90,"Horror, Thriller",3.9,Rick Rosenthal,46928,30350000
Plan 9 from Outer Space,1957,79,"Horror, Sci-Fi",3.9,Edward D. Wood Jr.,39496,
Piranha 3DD,2012,83,"Comedy, Horror, Sci-Fi",3.8,John Gulager,44248,380000
The Human Centipede 2 (Full Sequence),2011,91,Horror,3.8,Tom Six,40950,120000
The Wicker Man,2006,102,"Horror, Mystery, Thriller",3.8,Neil LaBute,69700,23640000
Exorcist II: The Heretic,1977,117,Horror,3.8,John Boorman,25949,30750000
Jaws 3-D,1983,99,"Adventure, Horror, Thriller",3.7,Joe Alves,46082,45520000
The Fog,2005,100,"Horror, Mystery",3.7,Rupert Wainwright,38246,29510000
I Know Who Killed Me,2007,105,"Horror, Mystery, Thriller",3.6,Chris Sivertson,30446,7500000
Scary Movie V,2013,86,"Comedy, Horror",3.5,Malcolm D. Lee,74534,32020000
Vampires Suck,2010,82,"Comedy, Horror",3.4,Jason Friedberg,50206,36660000
The Open House,2018,94,"Horror, Thriller",3.3,Matt Angel,35819,
Slender Man I,2018,93,"Horror, Mystery, Thriller",3.2,Sylvain White,36238,30570000
Jaws: The Revenge,1987,89,"Adventure, Horror, Thriller",3,Joseph Sargent,47708,20760000
BloodRayne,2005,95,"Action, Fantasy, Horror",3,Uwe Boll,36527,2410000
Troll 2,1990,95,"Comedy, Fantasy, Horror",2.9,Claudio Fragasso,33908,
Laxmii,2020,141,"Action, Comedy, Horror",2.5,Raghava Lawrence,58053,
Alone in the Dark,2005,96,"Action, Horror, Sci-Fi",2.4,Uwe Boll,46403,5180000
House of the Dead,2003,90,"Action, Adventure, Horror",2.1,Uwe Boll,38041,10250000
Manos: The Hands of Fate,1966,70,Horror,1.6,Harold P. Warren,37060,